entry_identifier,start_date,end_date,source_ip,dest_ip,tool,user_context,command,description,output,comments,operator_name,extra_fields,oplog_id,tags
4268,2024-03-23 02:29:20,2024-03-23 02:29:20.414906,206.174.99.211,126.91.142.205,Poseidon,johngross@jones.com,pty ./kubectl get pods,"PID 24116, Callback 48",Failed,Conducting container discovery,Christy Green,,,
4269,2024-05-14 20:44:52,2024-05-14 20:44:52.820392,163.193.224.188,64.69.133.141,Cobalt Strike,sfranklin@gordon.com,upload /western/board/job.csv,PID 5354,Failed,Attempting a file upload,Richard Mcbride,,,
4270,2024-05-06 02:42:32,2024-05-06 02:42:32.975880,112.130.185.251,64.69.133.141,OST,johngross@jones.com,bbot -t bryant.biz-f safe -ef passive,PID: 27493,Success,Using BBOT safe and passive modules,Deborah Hunter,,,
4271,2024-05-23 02:01:19,2024-05-23 02:01:19.914643,206.0.98.240,35.79.43.142,Cobalt Strike,fwilliams@mays.com,sleep 59,PID 14288,Failed,Sleeping a beacon,Deborah Hunter,,,
4272,2024-03-22 15:05:44,2024-03-22 15:05:44.806836,112.130.185.251,35.79.43.142,Poseidon,sfranklin@gordon.com,pty kubectl get namespaces,"PID 1034, Callback 17",Success,Conducting container discovery,Deborah Hunter,,,
4273,2023-12-30 16:03:37,2024-01-29 19:24:10,163.193.224.188,18.176.66.97,OST,jschmitt@martinez.com,cd /maintain/father,PID: 13177,Success,Navigating to a directory,Richard Mcbride,,,
4274,2024-03-04 19:11:15,2024-03-04 19:11:15.175622,155.225.136.72,157.2.65.239,Cobalt Strike,hendersonjohn@dalton-lam.com,spawnto x64 /hour/beautiful.numbers,PID 15526,Failed,Selecting executable for post-exploitation jobs,Christy Green,,,
4275,2024-04-13 01:39:45,2024-04-13 01:39:45.845301,206.174.99.211,35.79.43.142,OST,hendersonjohn@dalton-lam.com,ls,PID: 13267,Failed,Listing files and directories,Richard Mcbride,,,
4276,2024-06-08 11:20:27,2024-06-08 11:20:27.767978,112.130.185.251,126.91.142.205,Poseidon,sfranklin@gordon.com,sleep 38,"PID 16959, Callback 63",Success,Sleeping a beacon,Deborah Hunter,,,
4277,2024-02-04 21:45:22,2024-02-07 00:29:50,163.193.224.188,157.2.65.239,OST,hendersonjohn@dalton-lam.com,ls,PID: 13267,Success,Listing files and directories,Christy Green,,,
4278,2024-06-22 22:36:18,2024-06-22 22:36:18.301960,163.193.224.188,174.200.177.205,Poseidon,johngross@jones.com,pty ./kubectl can-i create pod,"PID 11021, Callback 4",Success,Conducting container discovery,Richard Mcbride,,,
4279,2024-03-05 08:46:48,2024-03-05 08:46:48.203956,163.193.224.188,84.240.138.150,Cobalt Strike,johngross@jones.com,upload /western/board/job.csv,PID 5354,Failed,Attempting a file upload,Deborah Hunter,,,
4280,2024-01-23 02:30:18,2024-02-06 21:44:16,206.0.98.240,84.240.138.150,Cobalt Strike,fwilliams@mays.com,pwd,PID 29413,Failed,Obtaining current working directory,Deborah Hunter,,,
4281,2024-04-29 08:11:31,2024-04-29 08:11:31.895923,206.0.98.240,64.69.133.141,OST,sfranklin@gordon.com,cd /maintain/father,PID: 13177,Failed,Navigating to a directory,Deborah Hunter,,,
4282,2024-02-07 14:32:20,2024-02-15 04:54:01,42.118.146.148,84.240.138.150,Cobalt Strike,fwilliams@mays.com,spawnto x64 /hour/beautiful.numbers,PID 15526,Success,Selecting executable for post-exploitation jobs,Christy Green,,,
4283,2024-02-25 23:40:54,2024-02-25 23:40:54.627282,163.193.224.188,126.91.142.205,OST,jschmitt@martinez.com,cd /maintain/father,PID: 13177,Success,Navigating to a directory,Christy Green,,,
4284,2024-04-08 15:36:58,2024-04-08 15:36:58.022013,112.130.185.251,35.79.43.142,Poseidon,hendersonjohn@dalton-lam.com,"socks {""action"":""start"",""port"":17228}","PID 4150, Callback 98",Failed,Attempting to start a SOCKS proxy,Deborah Hunter,,,
4285,2023-12-22 14:59:17,2024-01-13 16:39:58,163.193.224.188,84.240.138.150,OST,johngross@jones.com,sleep 99,PID: 27092,Success,Sleeping a beacon,Christy Green,,,
4286,2024-03-13 01:59:51,2024-03-13 01:59:51.611250,112.130.185.251,64.69.133.141,Poseidon,jschmitt@martinez.com,pty ./kubectl can-i create pod,"PID 11021, Callback 4",Success,Conducting container discovery,Deborah Hunter,,,
4287,2024-03-17 02:53:43,2024-03-17 02:53:43.570178,163.193.224.188,64.69.133.141,Poseidon,jschmitt@martinez.com,"socks {""action"":""start"",""port"":17228}","PID 4150, Callback 98",Success,Attempting to start a SOCKS proxy,Deborah Hunter,,,
4288,2024-02-01 15:57:17,2024-02-15 03:36:36,112.130.185.251,18.176.66.97,Cobalt Strike,seanlopez@green-bullock.com,spawn x64 HTTPS,PID 24618,Success,Navigating to a directory,Christy Green,,,
4289,2024-04-06 00:30:38,2024-04-06 00:30:38.986629,206.174.99.211,84.240.138.150,Cobalt Strike,sarahallen@combs-anderson.com,pwd,PID 29413,Failed,Obtaining current working directory,Richard Mcbride,,,
4290,2023-12-20 00:24:19,2024-02-13 12:58:16,42.118.146.148,35.79.43.142,OST,hendersonjohn@dalton-lam.com,bbot -t alvarez-ware.com-m nmap,PID: 10705,Success,Using BBOT port scan,Christy Green,,,
4291,2024-05-17 23:36:55,2024-05-17 23:36:55.184947,63.79.24.226,18.176.66.97,OST,hendersonjohn@dalton-lam.com,download /form/with/player.mp3,PID: 16216,Failed,Downloading a file,Richard Mcbride,,,
4292,2024-05-19 22:56:51,2024-05-19 22:56:51.624047,112.130.185.251,64.69.133.141,Poseidon,johngross@jones.com,pty curl,"PID 10472, Callback 96",Success,Attempting to use cURL,Richard Mcbride,,,
4293,2024-04-05 20:44:13,2024-04-05 20:44:13.102958,206.174.99.211,64.69.133.141,Poseidon,johngross@jones.com,pty whoami,"PID 1514, Callback 14",Failed,Obtaining user context,Christy Green,,,
4294,2023-12-15 08:43:56,2023-12-30 16:58:09,155.225.136.72,84.240.138.150,Cobalt Strike,sfranklin@gordon.com,cd /work/draw/event/training,PID 15662,Failed,Navigating to a directory,Christy Green,,,
4295,2024-06-29 05:19:20,2024-06-29 05:19:20.447972,206.174.99.211,84.240.138.150,OST,seanlopez@green-bullock.com,sleep 99,PID: 27092,Failed,Sleeping a beacon,Christy Green,,,
4296,2023-12-28 04:57:29,2024-01-12 19:38:22,112.130.185.251,18.176.66.97,OST,johngross@jones.com,bbot -t bryant.biz-f safe -ef passive,PID: 27493,Success,Using BBOT safe and passive modules,Christy Green,,,
4297,2024-05-31 08:30:17,2024-05-31 08:30:17.081098,206.0.98.240,84.240.138.150,Cobalt Strike,hendersonjohn@dalton-lam.com,upload /western/board/job.csv,PID 5354,Success,Attempting a file upload,Christy Green,,,
4298,2023-12-30 01:18:08,2024-01-31 06:26:39,206.0.98.240,64.69.133.141,Cobalt Strike,seanlopez@green-bullock.com,execute-assembly /already/no.exe,PID 27839,Failed,Running a local .NET executable,Christy Green,,,
4299,2024-01-30 12:22:35,2024-02-11 00:35:21,163.193.224.188,35.79.43.142,OST,sarahallen@combs-anderson.com,bbot -t alvarez-ware.com-m nmap,PID: 10705,Failed,Using BBOT port scan,Richard Mcbride,,,
4300,2024-01-06 07:48:35,2024-02-06 07:03:55,163.193.224.188,18.176.66.97,Poseidon,hendersonjohn@dalton-lam.com,pty whoami,"PID 1514, Callback 14",Failed,Obtaining user context,Christy Green,,,
4301,2024-01-04 18:31:33,2024-01-29 13:12:15,155.225.136.72,18.176.66.97,Poseidon,fwilliams@mays.com,pty ./kubectl get secrets,"PID 14863, Callback 32",Success,Conducting container discovery,Deborah Hunter,,,
4302,2024-01-22 02:22:51,2024-02-08 16:59:50,155.225.136.72,84.240.138.150,Cobalt Strike,sfranklin@gordon.com,spawnto x64 /hour/beautiful.numbers,PID 15526,Failed,Selecting executable for post-exploitation jobs,Deborah Hunter,,,
4303,2024-03-01 08:05:41,2024-03-01 08:05:41.933735,163.193.224.188,64.69.133.141,OST,sfranklin@gordon.com,bbot -t alvarez-ware.com-m nmap,PID: 10705,Failed,Using BBOT port scan,Christy Green,,,
4304,2024-06-02 08:59:14,2024-06-02 08:59:14.487698,163.193.224.188,64.69.133.141,Poseidon,fwilliams@mays.com,getenv,"PID 25658, Callback 42",Failed,Attempting to get environment variables,Richard Mcbride,,,
4305,2024-06-11 06:48:03,2024-06-11 06:48:03.471414,42.118.146.148,84.240.138.150,Poseidon,sarahallen@combs-anderson.com,"socks {""action"":""start"",""port"":17228}","PID 4150, Callback 98",Failed,Attempting to start a SOCKS proxy,Christy Green,,,
4306,2024-06-09 22:16:24,2024-06-09 22:16:24.745295,163.193.224.188,35.79.43.142,Cobalt Strike,hendersonjohn@dalton-lam.com,spawnto x64 /hour/beautiful.numbers,PID 15526,Failed,Selecting executable for post-exploitation jobs,Christy Green,,,
4307,2024-01-06 16:53:01,2024-02-07 01:34:30,112.130.185.251,18.176.66.97,OST,fwilliams@mays.com,bbot -t alvarez-ware.com-m nmap,PID: 10705,Success,Using BBOT port scan,Deborah Hunter,,,
4308,2024-02-20 18:32:55,2024-02-20 18:32:55.148062,163.193.224.188,157.2.65.239,Cobalt Strike,jschmitt@martinez.com,pwd,PID 29413,Success,Obtaining current working directory,Christy Green,,,
4309,2024-03-16 00:21:38,2024-03-16 00:21:38.103765,112.130.185.251,174.200.177.205,OST,fwilliams@mays.com,ls,PID: 13267,Failed,Listing files and directories,Richard Mcbride,,,
4310,2024-02-05 15:16:33,2024-02-15 20:18:04,163.193.224.188,35.79.43.142,Poseidon,sarahallen@combs-anderson.com,pty curl,"PID 10472, Callback 96",Failed,Attempting to use cURL,Christy Green,,,
4311,2024-03-29 22:15:08,2024-03-29 22:15:08.334557,42.118.146.148,35.79.43.142,Poseidon,sarahallen@combs-anderson.com,pty ./kubectl can-i create pod,"PID 11021, Callback 4",Success,Conducting container discovery,Richard Mcbride,,,
4312,2024-06-19 23:47:29,2024-06-19 23:47:29.336729,155.225.136.72,35.79.43.142,Cobalt Strike,hendersonjohn@dalton-lam.com,pwd,PID 29413,Success,Obtaining current working directory,Deborah Hunter,,,
4313,2024-01-22 02:25:33,2024-01-27 11:27:13,112.130.185.251,64.69.133.141,Poseidon,johngross@jones.com,sleep 38,"PID 16959, Callback 63",Success,Sleeping a beacon,Richard Mcbride,,,
4314,2024-05-16 22:27:43,2024-05-16 22:27:43.638240,206.174.99.211,35.79.43.142,Poseidon,johngross@jones.com,"socks {""action"":""start"",""port"":17228}","PID 4150, Callback 98",Success,Attempting to start a SOCKS proxy,Deborah Hunter,,,
4315,2024-03-02 17:21:02,2024-03-02 17:21:02.363670,112.130.185.251,174.200.177.205,Cobalt Strike,sarahallen@combs-anderson.com,pwd,PID 29413,Success,Obtaining current working directory,Richard Mcbride,,,
4316,2024-05-05 07:15:58,2024-05-05 07:15:58.265726,155.225.136.72,64.69.133.141,Poseidon,seanlopez@green-bullock.com,pty kubectl get namespaces,"PID 1034, Callback 17",Success,Conducting container discovery,Christy Green,,,
4317,2024-05-15 06:18:57,2024-05-15 06:18:57.240970,42.118.146.148,84.240.138.150,Cobalt Strike,fwilliams@mays.com,inject-assembly 4451 /third/middle.exe,PID 23112,Success,Injecting assembly into a process,Christy Green,,,
4318,2024-01-10 07:51:54,2024-01-25 04:53:41,42.118.146.148,174.200.177.205,Cobalt Strike,fwilliams@mays.com,sleep 59,PID 14288,Failed,Sleeping a beacon,Richard Mcbride,,,
4319,2024-05-26 22:08:40,2024-05-26 22:08:40.090190,163.193.224.188,174.200.177.205,Poseidon,sfranklin@gordon.com,getenv,"PID 25658, Callback 42",Failed,Attempting to get environment variables,Richard Mcbride,,,
4320,2024-01-31 20:01:40,2024-02-15 16:04:36,63.79.24.226,157.2.65.239,Cobalt Strike,fwilliams@mays.com,execute-assembly /already/no.exe,PID 27839,Failed,Running a local .NET executable,Deborah Hunter,,,
4321,2023-12-27 11:18:41,2024-01-07 16:37:51,63.79.24.226,35.79.43.142,Cobalt Strike,sarahallen@combs-anderson.com,cd /work/draw/event/training,PID 15662,Success,Navigating to a directory,Christy Green,,,
4322,2024-01-19 07:49:30,2024-01-20 08:37:01,112.130.185.251,18.176.66.97,OST,sarahallen@combs-anderson.com,ls,PID: 13267,Failed,Listing files and directories,Christy Green,,,
4323,2024-06-28 22:25:08,2024-06-28 22:25:08.551555,206.0.98.240,64.69.133.141,OST,jschmitt@martinez.com,bbot -t alvarez-ware.com-m nmap,PID: 10705,Failed,Using BBOT port scan,Deborah Hunter,,,
4324,2024-03-01 23:19:57,2024-03-01 23:19:57.369669,206.0.98.240,174.200.177.205,Cobalt Strike,sfranklin@gordon.com,cd /work/draw/event/training,PID 15662,Success,Navigating to a directory,Richard Mcbride,,,
4325,2024-06-19 19:32:32,2024-06-19 19:32:32.517705,206.174.99.211,84.240.138.150,OST,seanlopez@green-bullock.com,ls,PID: 13267,Success,Listing files and directories,Christy Green,,,
4326,2024-05-10 19:22:35,2024-05-10 19:22:35.815510,206.174.99.211,157.2.65.239,Cobalt Strike,sarahallen@combs-anderson.com,inject-assembly 4451 /third/middle.exe,PID 23112,Failed,Injecting assembly into a process,Richard Mcbride,,,
4327,2024-05-14 16:16:01,2024-05-14 16:16:01.936713,206.174.99.211,35.79.43.142,Cobalt Strike,sfranklin@gordon.com,shinject 13530 x64 /edge.bin,PID 20047,Success,Attempting process injection,Richard Mcbride,,,
4328,2024-03-25 15:28:36,2024-03-25 15:28:36.656379,155.225.136.72,18.176.66.97,Poseidon,johngross@jones.com,"upload {""file_id"":""fba94ea9-392e-47e6-ba14-b926c198995e"",""remote_path""/production/tough.wav"",""overwrite"":false}","PID 10980, Callback 52",Success,Attempting to upload a file,Deborah Hunter,,,
4329,2024-02-03 12:27:58,2024-02-07 18:05:29,155.225.136.72,174.200.177.205,Cobalt Strike,sarahallen@combs-anderson.com,spawnto x64 /hour/beautiful.numbers,PID 15526,Failed,Selecting executable for post-exploitation jobs,Christy Green,,,
4330,2024-01-23 04:28:56,2024-01-25 21:46:54,163.193.224.188,157.2.65.239,Cobalt Strike,johngross@jones.com,inject-assembly 4451 /third/middle.exe,PID 23112,Success,Injecting assembly into a process,Christy Green,,,
4331,2024-02-08 22:47:26,2024-02-16 03:55:04,163.193.224.188,35.79.43.142,Poseidon,fwilliams@mays.com,pty ./kubectl can-i create pod,"PID 11021, Callback 4",Failed,Conducting container discovery,Deborah Hunter,,,
4332,2023-12-27 15:39:50,2024-01-31 21:48:34,163.193.224.188,126.91.142.205,OST,sfranklin@gordon.com,cd /maintain/father,PID: 13177,Failed,Navigating to a directory,Deborah Hunter,,,
4333,2024-01-04 04:51:14,2024-01-26 07:07:17,206.0.98.240,35.79.43.142,Poseidon,seanlopez@green-bullock.com,"socks {""action"":""start"",""port"":17228}","PID 4150, Callback 98",Success,Attempting to start a SOCKS proxy,Christy Green,,,
4334,2024-04-04 05:09:47,2024-04-04 05:09:47.945261,42.118.146.148,174.200.177.205,Cobalt Strike,johngross@jones.com,execute-assembly /already/no.exe,PID 27839,Failed,Running a local .NET executable,Deborah Hunter,,,
4335,2024-05-06 10:19:28,2024-05-06 10:19:28.823190,155.225.136.72,174.200.177.205,Cobalt Strike,johngross@jones.com,upload /western/board/job.csv,PID 5354,Success,Attempting a file upload,Richard Mcbride,,,
4336,2024-06-09 15:42:45,2024-06-09 15:42:45.150864,42.118.146.148,126.91.142.205,Poseidon,seanlopez@green-bullock.com,pty whoami,"PID 1514, Callback 14",Failed,Obtaining user context,Richard Mcbride,,,
4337,2024-06-11 10:21:01,2024-06-11 10:21:01.338399,112.130.185.251,157.2.65.239,OST,jschmitt@martinez.com,download /form/with/player.mp3,PID: 16216,Failed,Downloading a file,Deborah Hunter,,,
4338,2024-01-24 02:28:50,2024-02-11 15:46:09,206.0.98.240,35.79.43.142,OST,johngross@jones.com,download /form/with/player.mp3,PID: 16216,Success,Downloading a file,Richard Mcbride,,,
4339,2024-01-02 10:35:52,2024-01-23 06:36:47,112.130.185.251,174.200.177.205,OST,hendersonjohn@dalton-lam.com,bbot -t bryant.biz-f safe -ef passive,PID: 27493,Success,Using BBOT safe and passive modules,Richard Mcbride,,,
4340,2024-02-20 22:24:21,2024-02-20 22:24:21.724532,206.174.99.211,84.240.138.150,Cobalt Strike,jschmitt@martinez.com,sleep 59,PID 14288,Failed,Sleeping a beacon,Richard Mcbride,,,
4341,2024-03-19 23:27:16,2024-03-19 23:27:16.006346,63.79.24.226,126.91.142.205,OST,johngross@jones.com,ls,PID: 13267,Success,Listing files and directories,Deborah Hunter,,,
4342,2024-01-25 19:45:00,2024-01-27 03:14:01,155.225.136.72,157.2.65.239,Cobalt Strike,seanlopez@green-bullock.com,inject-assembly 4451 /third/middle.exe,PID 23112,Success,Injecting assembly into a process,Christy Green,,,
4343,2024-06-22 11:57:08,2024-06-22 11:57:08.468123,63.79.24.226,126.91.142.205,Cobalt Strike,sfranklin@gordon.com,sleep 59,PID 14288,Failed,Sleeping a beacon,Deborah Hunter,,,
4344,2024-05-22 14:24:08,2024-05-22 14:24:08.009060,112.130.185.251,64.69.133.141,OST,seanlopez@green-bullock.com,bbot -t bryant.biz-f safe -ef passive,PID: 27493,Success,Using BBOT safe and passive modules,Richard Mcbride,,,
4345,2024-05-13 22:59:23,2024-05-13 22:59:23.301991,206.174.99.211,35.79.43.142,Cobalt Strike,sfranklin@gordon.com,spawnto x64 /hour/beautiful.numbers,PID 15526,Failed,Selecting executable for post-exploitation jobs,Christy Green,,,
4346,2024-06-01 07:42:07,2024-06-01 07:42:07.128976,63.79.24.226,174.200.177.205,OST,fwilliams@mays.com,python3 CloudScraper.py -u aguilar.com >> /deal/more.txt,PID: 22835,Success,Navigating to a directory,Christy Green,,,
4347,2024-01-23 23:25:17,2024-02-04 07:57:54,206.0.98.240,18.176.66.97,Cobalt Strike,seanlopez@green-bullock.com,execute-assembly /already/no.exe,PID 27839,Success,Running a local .NET executable,Christy Green,,,
4348,2024-04-22 09:37:19,2024-04-22 09:37:19.120773,112.130.185.251,174.200.177.205,OST,jschmitt@martinez.com,bbot -t alvarez-ware.com-m nmap,PID: 10705,Failed,Using BBOT port scan,Christy Green,,,
4349,2024-05-21 11:08:30,2024-05-21 11:08:30.842207,155.225.136.72,84.240.138.150,Poseidon,fwilliams@mays.com,pty curl,"PID 10472, Callback 96",Success,Attempting to use cURL,Richard Mcbride,,,
4350,2024-05-26 15:58:14,2024-05-26 15:58:14.197437,163.193.224.188,174.200.177.205,Cobalt Strike,johngross@jones.com,inject-assembly 4451 /third/middle.exe,PID 23112,Failed,Injecting assembly into a process,Deborah Hunter,,,
4351,2024-06-02 06:20:50,2024-06-02 06:20:50.279716,42.118.146.148,84.240.138.150,OST,johngross@jones.com,python3 CloudScraper.py -u aguilar.com >> /deal/more.txt,PID: 22835,Failed,Navigating to a directory,Deborah Hunter,,,
4352,2024-01-14 19:09:46,2024-02-15 00:57:57,63.79.24.226,35.79.43.142,OST,sarahallen@combs-anderson.com,bbot -t alvarez-ware.com-m nmap,PID: 10705,Success,Using BBOT port scan,Christy Green,,,
4353,2024-05-19 02:36:28,2024-05-19 02:36:28.995321,155.225.136.72,18.176.66.97,OST,hendersonjohn@dalton-lam.com,cd /maintain/father,PID: 13177,Failed,Navigating to a directory,Christy Green,,,
4354,2024-05-03 01:43:52,2024-05-03 01:43:52.960513,42.118.146.148,157.2.65.239,Poseidon,hendersonjohn@dalton-lam.com,pty kubectl get namespaces,"PID 1034, Callback 17",Failed,Conducting container discovery,Richard Mcbride,,,
4355,2024-06-03 20:03:45,2024-06-03 20:03:45.874018,63.79.24.226,157.2.65.239,OST,fwilliams@mays.com,bbot -t alvarez-ware.com-m nmap,PID: 10705,Failed,Using BBOT port scan,Richard Mcbride,,,
4356,2024-03-26 00:25:24,2024-03-26 00:25:24.756209,206.0.98.240,174.200.177.205,OST,sfranklin@gordon.com,ls,PID: 13267,Failed,Listing files and directories,Richard Mcbride,,,
4357,2024-06-16 00:08:48,2024-06-16 00:08:48.574688,63.79.24.226,157.2.65.239,Cobalt Strike,jschmitt@martinez.com,execute-assembly /already/no.exe,PID 27839,Failed,Running a local .NET executable,Christy Green,,,
4358,2024-06-12 21:29:01,2024-06-12 21:29:01.950270,206.174.99.211,126.91.142.205,Cobalt Strike,johngross@jones.com,shinject 13530 x64 /edge.bin,PID 20047,Failed,Attempting process injection,Christy Green,,,
4359,2024-01-29 18:45:21,2024-02-07 21:43:08,206.0.98.240,64.69.133.141,OST,johngross@jones.com,sleep 99,PID: 27092,Failed,Sleeping a beacon,Richard Mcbride,,,
4360,2024-02-11 20:55:36,2024-02-13 00:39:37,63.79.24.226,18.176.66.97,Cobalt Strike,seanlopez@green-bullock.com,pwd,PID 29413,Success,Obtaining current working directory,Richard Mcbride,,,
4361,2024-03-06 12:10:50,2024-03-06 12:10:50.196391,206.0.98.240,126.91.142.205,Cobalt Strike,seanlopez@green-bullock.com,spawnto x64 /hour/beautiful.numbers,PID 15526,Failed,Selecting executable for post-exploitation jobs,Christy Green,,,
